-148.890443775,-52.246544843,16.460000000
-245.570724713,-51.432050723,16.460000000
-148.890505428,-52.246382741,16.460000000
-245.570695773,-51.432002910,16.460000000
-148.890474392,-52.246318781,16.460000000
-245.570777558,-51.432018848,16.460000000
-148.890268671,-52.246100060,16.460000000
-245.570780913,-51.431885685,16.460000000
-148.890404141,-52.246159196,16.460000000
-245.570825790,-51.431822355,16.460000000
-148.890093568,-52.246094607,16.460000000
-245.571677191,-51.431932869,16.460000000
-148.890025834,-52.246146824,16.460000000
-245.571514041,-51.431792367,16.460000000
-148.890308515,-52.246181215,16.460000000
-245.570947419,-51.431796351,16.460000000
-148.890237845,-52.246169682,16.460000000
-245.570731423,-51.431866183,16.460000000
-148.890368281,-52.246133193,16.460000000
-245.570835437,-51.431704081,16.460000000
-148.890073856,-52.246202186,16.460000000
-245.570930223,-51.431753781,16.460000000
-148.890279786,-52.246227350,16.460000000
-245.571674674,-51.431723164,16.460000000
-148.890418820,-52.246191491,16.460000000
-245.570996909,-51.431848987,16.460000000
-148.890269091,-52.246127321,16.460000000
-245.571056885,-51.431747490,16.460000000
-148.890101956,-52.246213300,16.460000000
-245.571525365,-51.431614328,16.460000000
-148.890063790,-52.246268452,16.460000000
-245.570831243,-51.431791948,16.460000000
-148.890051208,-52.246175344,16.460000000
-245.570583372,-51.431806627,16.460000000
-148.890075324,-52.246143468,16.460000000
-245.570668931,-51.431789012,16.460000000
-148.890091681,-52.246333880,16.460000000
-245.571768622,-51.431907495,16.460000000
-148.890170949,-52.246403083,16.460000000
-245.571748490,-51.432070855,16.460000000
-148.890216036,-52.246316265,16.460000000
-245.571047658,-51.431956985,16.460000000
-148.890263639,-52.246444604,16.460000000
-245.570900864,-51.431938321,16.460000000
-148.890033383,-52.246412729,16.460000000
-245.571886895,-51.431923432,16.460000000
-148.890194646,-52.246363658,16.460000000
-245.571079533,-51.431993264,16.460000000
-148.889979279,-52.246295085,16.460000000
-245.571431417,-51.432013396,16.460000000
