-148.057832567,45.513310636,16.460000000
-244.738937772,46.328274028,16.460000000
-148.057849134,45.513461413,16.460000000
-244.738923513,46.328248864,16.460000000
-148.059198163,45.513464559,16.460000000
-244.739025429,46.328414321,16.460000000
-148.057965310,45.513498531,16.460000000
-244.738706259,46.328496735,16.460000000
-148.058410094,45.513536278,16.460000000
-244.738816983,46.328486879,16.460000000
-148.058876267,45.513667762,16.460000000
-244.738694515,46.328464021,16.460000000
-148.057868427,45.513625192,16.460000000
-244.738777558,46.328421870,16.460000000
-148.057369749,45.513603803,16.460000000
-244.738776300,46.328486040,16.460000000
-148.058743943,45.513740111,16.460000000
-244.738712969,46.328540982,16.460000000
-148.057886042,45.513681184,16.460000000
-244.738725132,46.328491911,16.460000000
-148.059003348,45.513727528,16.460000000
-244.738979713,46.328497154,16.460000000
-148.057789578,45.513631903,16.460000000
-244.738675642,46.328471360,16.460000000
-148.058176692,45.513562491,16.460000000
-244.738757007,46.328449551,16.460000000
-148.058393946,45.513586397,16.460000000
-244.738599309,46.328452697,16.460000000
-148.058958261,45.513561652,16.460000000
-244.738528429,46.328401319,16.460000000
-148.058163481,45.513547811,16.460000000
-244.738618183,46.328417676,16.460000000
-148.058482651,45.513522018,16.460000000
-244.738770009,46.328429629,16.460000000
-148.057662706,45.513533552,16.460000000
-244.738856407,46.328333165,16.460000000
-148.058590020,45.513292811,16.460000000
-244.738670189,46.328249912,16.460000000
-148.057688081,45.513441491,16.460000000
-244.738835017,46.328244250,16.460000000
-148.057302015,45.513357609,16.460000000
-244.738749038,46.328340085,16.460000000
-148.058851102,45.513423457,16.460000000
-244.738646283,46.328208391,16.460000000
-148.057772801,45.513347334,16.460000000
-244.738694515,46.328089279,16.460000000
-148.059024738,45.513436668,16.460000000
-244.738759943,46.328253477,16.460000000
-148.058534239,45.513477770,16.460000000
-244.738844244,46.328389995,16.460000000
