-95.595501450,-30.043841750,16.744000000
-192.963171199,-30.667015001,16.744000000
-95.595437071,-30.044144983,16.744000000
-192.963125483,-30.667923022,16.744000000
-95.595168439,-30.044484495,16.744000000
-192.963052506,-30.667784617,16.744000000
-95.595262177,-30.044463314,16.744000000
-192.962665601,-30.667962446,16.744000000
-95.595283777,-30.044513434,16.744000000
-192.963226141,-30.667842705,16.744000000
-95.595229253,-30.044522241,16.744000000
-192.963354480,-30.667819428,16.744000000
-95.595206605,-30.044602768,16.744000000
-192.963692105,-30.667798248,16.744000000
-95.595433296,-30.044551390,16.744000000
-192.962618208,-30.667759033,16.744000000
-95.595201992,-30.044502110,16.744000000
-192.963798844,-30.667732401,16.744000000
-95.595218559,-30.044435843,16.744000000
-192.963643663,-30.667665085,16.744000000
-95.594948040,-30.044465411,16.744000000
-192.962922279,-30.667654600,16.744000000
-95.595126498,-30.044212717,16.744000000
-192.963545731,-30.667664247,16.744000000
-95.595069249,-30.044336443,16.744000000
-192.963590398,-30.667617692,16.744000000
-95.595249595,-30.044272483,16.744000000
-192.963349238,-30.667584559,16.744000000
-95.595246240,-30.044447377,16.744000000
-192.963002386,-30.667662569,16.744000000
-95.595112658,-30.044321974,16.744000000
-192.962554877,-30.667878774,16.744000000
-95.595171165,-30.044475897,16.744000000
-192.963069911,-30.667826348,16.744000000
-95.595188990,-30.044580120,16.744000000
-192.963728174,-30.667865773,16.744000000
-95.595222962,-30.044588718,16.744000000
-192.963211672,-30.667906036,16.744000000
-95.595362835,-30.044591234,16.744000000
-192.963379016,-30.667979223,16.744000000
-95.595615320,-30.044511756,16.744000000
-192.963957381,-30.667687314,16.744000000
-95.595481528,-30.044477155,16.744000000
-192.962494901,-30.667784407,16.744000000
-95.595398066,-30.044508820,16.744000000
-192.963911875,-30.667812088,16.744000000
-95.595275598,-30.044369996,16.744000000
-192.963648696,-30.667850045,16.744000000
-95.595313974,-30.044416760,16.744000000
-192.962765840,-30.667816912,16.744000000
