-95.595501450,-30.043841750,16.744000000
-192.963952348,-30.667034504,16.744000000
-95.595363464,-30.044238511,16.744000000
-192.964063492,-30.667919667,16.744000000
-95.595241416,-30.044305826,16.744000000
-192.963961365,-30.667813766,16.744000000
-95.595285664,-30.044434165,16.744000000
-192.963479464,-30.667958672,16.744000000
-95.595227786,-30.044646387,16.744000000
-192.964071041,-30.667838301,16.744000000
-95.595244772,-30.044503578,16.744000000
-192.964308427,-30.667854658,16.744000000
-95.595127337,-30.044628562,16.744000000
-192.964468851,-30.667784407,16.744000000
-95.595464332,-30.044620593,16.744000000
-192.963385517,-30.667670328,16.744000000
-95.595140129,-30.044511546,16.744000000
-192.964622774,-30.667816912,16.744000000
-95.595248127,-30.044616818,16.744000000
-192.964469899,-30.667830752,16.744000000
-95.594934828,-30.044463105,16.744000000
-192.963594173,-30.667554781,16.744000000
-95.595112658,-30.044414663,16.744000000
-192.964454800,-30.667703881,16.744000000
-95.595110141,-30.044318409,16.744000000
-192.964648148,-30.667689621,16.744000000
-95.595169278,-30.044220476,16.744000000
-192.964042521,-30.667647680,16.744000000
-95.595198217,-30.044469606,16.744000000
-192.963812056,-30.667879613,16.744000000
-95.595190878,-30.044398096,16.744000000
-192.963407116,-30.667857384,16.744000000
-95.595165084,-30.044620803,16.744000000
-192.963876645,-30.667907504,16.744000000
-95.595178924,-30.044740544,16.744000000
-192.964603271,-30.667857804,16.744000000
-95.595250643,-30.044693570,16.744000000
-192.964051329,-30.667950284,16.744000000
-95.595364513,-30.044553278,16.744000000
-192.964301926,-30.667889260,16.744000000
-95.595449024,-30.044799051,16.744000000
-192.964766421,-30.667789231,16.744000000
-95.595450282,-30.044606333,16.744000000
-192.963268711,-30.667826348,16.744000000
-95.595413584,-30.044613253,16.744000000
-192.964665973,-30.667920925,16.744000000
-95.595383177,-30.044381530,16.744000000
-192.964462979,-30.667884227,16.744000000
-95.595444620,-30.044619964,16.744000000
-192.963481142,-30.667832849,16.744000000
